No de client;Produit;Date; QuantitÇ ;Prix unitaire;Panne = U;Actif = 0;CapacitÇ citerne;Automatique = 1;Limite degrÇs jour;Degres jour cumulÇs;Temperature
220272;G;21-11-19;500;0;56710 ?;;;;;;9
220833;G;21-11-19;1.000;0;54210 ?;;;;;;9
221134;G;21-11-19;1.000;0;56710 ?;;;;;;9
221693;G;21-11-19;1.000;0;56710 ?;;;;;;9
221814;G;21-11-19;500;0;56710 ?;;;;;;9
221869;G;21-11-19;1.000;0;56710 ?;;;;;;9
222064;G;21-11-19;500;0;56710 ?;U;;;;;9
223035;G;21-11-19;1.000;0;56710 ?;;;;;;9
223376;G;21-11-19;500;0;56710 ?;;;;;;9
224053;G;21-11-19;500;0;56710 ?;;;;;;9
224391;G;21-11-19;2.000;0;56710 ?;;;;;;9
224808;G;21-11-19;500;0;56710 ?;;;;;;9
225435;G;21-11-19;1.000;0;56710 ?;;;;;;9
225460;G;21-11-19;1.000;0;56710 ?;;;;;;9
225507;GX;21-11-19;75;0;56970 ?;;;;;;9
225862;G;21-11-19;500;0;56710 ?;;;;;;9
226677;G;21-11-19;500;0;56710 ?;;;;;;9
226927;G;21-11-19;500;0;56710 ?;U;;;;;9
226945;G;21-11-19;500;0;56710 ?;;;;;;9
227227;G;21-11-19;500;0;56710 ?;;;;;;9
227285;G;21-11-19;2.173;0;56710 ?;;;;;;9
227391;G;21-11-19;2.001;0;56710 ?;;;;;;9
227648;G;21-11-19;2.000;0;56710 ?;;;;;;9
227711;G;21-11-19;1.000;0;56710 ?;;;;;;9
227858;G;21-11-19;1.000;0;56710 ?;;;;;;9
228283;G;21-11-19;2.000;0;56710 ?;;;;;;9
229000;G;21-11-19;2.000;0;56710 ?;;;;;;9
229088;G;21-11-19;2.379;0;56710 ?;;;;;;9
229193;G;21-11-19;1.500;0;56710 ?;;;;;;9
229431;G;21-11-19;1.000;0;56710 ?;;;;;;9
229499;G;21-11-19;20.000;0;54250 ?;;;;;;9
230208;G;21-11-19;800;0;55260 ?;;;;;;9
230329;G;21-11-19;500;0;56710 ?;;;;;;9
230351;G;21-11-19;3.000;0;56710 ?;;;;;;9
230719;G;21-11-19;1.500;0;56710 ?;;;;;;9
231033;G;21-11-19;1.000;0;56710 ?;;;;;;9
231093;G;21-11-19;1.700;0;56710 ?;;;;;;9
231163;G;21-11-19;2.200;0;56710 ?;;;;;;9
231565;G;21-11-19;500;0;56710 ?;;;;;;9
231616;GX;21-11-19;2.000;0;50970 ?;;;;;;9
231632;G;21-11-19;823;0;56710 ?;;;;;;9
231876;G;21-11-19;1.500;0;54210 ?;U;;;;;9
231907;G;21-11-19;887;0;56710 ?;;;;;;9
232164;G;21-11-19;500;0;56710 ?;;;;;;9
232286;G;21-11-19;1.000;0;56710 ?;;;;;;9
232370;G;21-11-19;500;0;56710 ?;;;;;;9
232505;G;21-11-19;500;0;56710 ?;;;;;;9
233036;G;21-11-19;1.000;0;56710 ?;;;;;;9
234260;G;21-11-19;500;0;56710 ?;;;;;;9
234394;G;21-11-19;500;0;56710 ?;;;;;;9
234487;G;21-11-19;350;0;56710 ?;;;;;;9
234742;G;21-11-19;1.000;0;56710 ?;;;;;;9
234766;G;21-11-19;800;0;56710 ?;;;;;;9
234856;G;21-11-19;750;0;56710 ?;;;;;;9
235038;G;21-11-19;2.000;0;56710 ?;;;;;;9
235180;G;21-11-19;1.000;0;56710 ?;;;;;;9
235232;GX;21-11-19;1.000;0;56970 ?;;;;;;9
235402;G;21-11-19;1.000;0;56710 ?;;;;;;9
235622;G;21-11-19;1.000;0;57260 ?;U;;;;;9
235709;G;21-11-19;500;0;56710 ?;;;;;;9
236018;G;21-11-19;500;0;56710 ?;;;;;;9
236299;G;21-11-19;800;0;57020 ?;;;;;;9
236371;G;21-11-19;1.000;0;56710 ?;;;;;;9
236561;G;21-11-19;500;0;56710 ?;;;;;;9
236748;G;21-11-19;700;0;56710 ?;;;;;;9
236750;G;21-11-19;978;0;56710 ?;;;;;;9
236751;GX;21-11-19;1.000;0;52320 ?;;;;;;9
236752;G;21-11-19;1.500;0;56710 ?;;;;;;9
236755;G;21-11-19;500;0;56710 ?;;;;;;9
236756;G;21-11-19;300;0;65040 ?;U;;;;;9
900193;G;21-11-19;1.000;0;56710 ?;U;;;;;9
900772;G;21-11-19;1.500;0;56710 ?;;;;;;9
900787;G;21-11-19;500;0;56710 ?;U;;;;;9
900890;G;21-11-19;1.000;0;56710 ?;;;;;;9
2613;G;22-11-19;1.000;0;57260 ?;;;;;;10
4642;G;22-11-19;3.000;0;57260 ?;;;;;;10
12457;G;22-11-19;1.000;0;57260 ?;;;;;;10
12487;G;22-11-19;5.561;0;54810 ?;;;;;;10
13707;G;22-11-19;1.144;0;57260 ?;;;;;;10
18022;G;22-11-19;500;0;57260 ?;;;;;;10
22198;GX;22-11-19;75;0;57460 ?;;;;;;10
22198;GX;22-11-19;50;0;57460 ?;;;;;;10
22198;GX;22-11-19;25;0;57460 ?;;;;;;10
22198;GX;22-11-19;25;0;57460 ?;;;;;;10
50257;G;22-11-19;1.000;0;57260 ?;;;;;;10
50656;G;22-11-19;1.900;0;57260 ?;;;;;;10
51752;G;22-11-19;500;0;57260 ?;;;;;;10
53551;G;22-11-19;1.000;0;57260 ?;;;;;;10
54752;G;22-11-19;2.900;0;57260 ?;;;;;;10
55579;G;22-11-19;1.100;0;57260 ?;;;;;;10
59918;G;22-11-19;2.000;0;57260 ?;;;;;;10
60793;G;22-11-19;5.505;0;54810 ?;;;;;;10
60793;GX;22-11-19;1.000;0;55010 ?;;;;;;10
60793;G;22-11-19;9.205;0;54810 ?;;;;;;10
61423;G;22-11-19;5.000;0;57260 ?;;;;;;10
100601;G;22-11-19;500;0;57260 ?;;;;;;10
210124;GX;22-11-19;8.534;0;55010 ?;;;;;;10
210249;G;22-11-19;2.000;0;57260 ?;;;;;;10
210285;G;22-11-19;1.000;0;57260 ?;;;;;;10
210555;G;22-11-19;1.000;0;54260 ?;;;;;;10
210702;G;22-11-19;2.000;0;57260 ?;;;;;;10
210754;G;22-11-19;500;0;57260 ?;;;;;;10
210801;G;22-11-19;2.000;0;57260 ?;;;;;;10
210961;G;22-11-19;1.000;0;57260 ?;;;;;;10
211560;GX;22-11-19;10.100;0;55010 ?;;;;;;10
211560;GX;22-11-19;13.800;0;49510 ?;;;;;;10
212265;G;22-11-19;3.000;0;49550 ?;;;;;;10
212278;G;22-11-19;18.495;0;54810 ?;;;;;;10
212278;G;22-11-19;9.146;0;49210 ?;;;;;;10
212278;G;22-11-19;18.353;0;54810 ?;;;;;;10
212278;GX;22-11-19;2.128;0;55010 ?;;;;;;10
212304;G;22-11-19;3.000;0;57260 ?;;;;;;10
212980;G;22-11-19;1.500;0;54260 ?;;;;;;10
213634;G;22-11-19;1.800;0;57260 ?;;;;;;10
214581;G;22-11-19;500;0;57260 ?;;;;;;10
215032;GX;22-11-19;50;0;57460 ?;;;;;;10
215032;GX;22-11-19;50;0;57460 ?;;;;;;10
215202;G;22-11-19;1.000;0;57260 ?;;;;;;10
216310;G;22-11-19;1.000;0;57260 ?;;;;;;10
216688;G;22-11-19;500;0;57260 ?;;;;;;10
216942;G;22-11-19;1.100;0;57260 ?;;;;;;10
218108;G;22-11-19;1.000;0;57260 ?;;;;;;10
219397;G;22-11-19;1.000;0;57260 ?;;;;;;10
219648;GX;22-11-19;1.000;0;57460 ?;;;;;;10
220624;G;22-11-19;2.478;0;53860 ?;U;;;;;10
220854;G;22-11-19;1.000;0;57260 ?;;;;;;10
221194;GX;22-11-19;2.000;0;57460 ?;;;;;;10
222839;GX;22-11-19;125;0;57460 ?;;;;;;10
223475;G;22-11-19;500;0;57260 ?;;;;;;10
223513;GX;22-11-19;201;0;57460 ?;;;;;;10
224353;G;22-11-19;1.700;0;57260 ?;;;;;;10
225208;G;22-11-19;1.000;0;57260 ?;;;;;;10
225234;G;22-11-19;1.500;0;57260 ?;;;;;;10
225820;G;22-11-19;1.000;0;57260 ?;;;;;;10
226418;G;22-11-19;1.000;0;57260 ?;;;;;;10
226554;G;22-11-19;1.250;0;57260 ?;;;;;;10
226559;G;22-11-19;1.000;0;54210 ?;U;;;;;10
227389;G;22-11-19;1.000;0;57260 ?;;;;;;10
227540;G;22-11-19;1.200;0;57260 ?;;;;;;10
227684;G;22-11-19;500;0;57260 ?;;;;;;10
227751;G;22-11-19;500;0;57260 ?;U;;;;;10
228004;G;22-11-19;691;0;57260 ?;;;;;;10
228131;G;22-11-19;1.500;0;57260 ?;U;;;;;10
228684;G;22-11-19;1.500;0;57260 ?;U;;;;;10
228996;G;22-11-19;2.400;0;57260 ?;;;;;;10
229977;G;22-11-19;500;0;57260 ?;;;;;;10
230399;G;22-11-19;3.000;0;57260 ?;;;;;;10
230414;G;22-11-19;2.000;0;51760 ?;;;;;;10
231227;G;22-11-19;1.000;0;57260 ?;;;;;;10
231762;G;22-11-19;1.000;0;57260 ?;;;;;;10
231893;G;22-11-19;1.000;0;56710 ?;;;;;;10
232012;G;22-11-19;500;0;57260 ?;;;;;;10
232595;G;22-11-19;1.000;0;57260 ?;;;;;;10
233648;G;22-11-19;1.000;0;54760 ?;;;;;;10
233658;G;22-11-19;1.000;0;57260 ?;;;;;;10
234464;G;22-11-19;500;0;57260 ?;;;;;;10
234733;G;22-11-19;700;0;57260 ?;;;;;;10
235112;G;22-11-19;1.000;0;51760 ?;;;;;;10
235153;G;22-11-19;1.000;0;57260 ?;;;;;;10
235227;G;22-11-19;500;0;57260 ?;;;;;;10
235850;G;22-11-19;500;0;57260 ?;;;;;;10
236216;GX;22-11-19;999;0;57460 ?;U;;;;;10
236336;G;22-11-19;500;0;57260 ?;U;;;;;10
236757;G;22-11-19;1.000;0;57260 ?;;;;;;10
236758;G;22-11-19;1.000;0;57260 ?;;;;;;10
236759;G;22-11-19;500;0;57260 ?;;;;;;10
236760;G;22-11-19;2.000;0;57260 ?;U;;;;;10
900474;G;22-11-19;487;0;57260 ?;;;;;;10
219419;G;23-11-19;1.000;0;57520 ?;U;;;;;8
232550;G;23-11-19;1.000;0;57520 ?;U;;;;;8
2150;G;25-11-19;889;0;57520 ?;;;;;;7
4315;G;25-11-19;1.000;0;52620 ?;;;;;;7
4586;G;25-11-19;600;0;57520 ?;;;;;;7
4708;G;25-11-19;2.701;0;52020 ?;;;;;;7
6127;G;25-11-19;2.601;0;57520 ?;;;;;;7
7321;G;25-11-19;500;0;52020 ?;;;;;;7
12155;G;25-11-19;2.000;0;57520 ?;;;;;;7
12487;G;25-11-19;6.514;0;55060 ?;;;;;;7
13769;G;25-11-19;1.000;0;57520 ?;;;;;;7
16494;G;25-11-19;3.000;0;57520 ?;;;;;;7
20343;G;25-11-19;-799;0;57450 ?;;;;;;7
20343;G;25-11-19;799;0;54950 ?;;;;;;7
22278;G;25-11-19;2.500;0;49000 ?;;;;;;7
50619;G;25-11-19;1.200;0;57900 ?;;;;;;7
51209;GX;25-11-19;-4.000;0;50510 ?;;;;;;7
51678;G;25-11-19;1.000;0;57520 ?;;;;;;7
53822;G;25-11-19;1.000;0;52620 ?;;;;;;7
54912;G;25-11-19;2.000;0;57520 ?;;;;;;7
55641;G;25-11-19;1.000;0;57520 ?;;;;;;7
59567;G;25-11-19;1.000;0;57520 ?;;;;;;7
59567;G;25-11-19;500;0;57520 ?;;;;;;7
59567;G;25-11-19;1.000;0;57520 ?;;;;;;7
60793;G;25-11-19;5.002;0;55060 ?;;;;;;7
60793;GX;25-11-19;4.431;0;55290 ?;;;;;;7
60793;G;25-11-19;6.044;0;55060 ?;;;;;;7
61019;G;25-11-19;1.000;0;57520 ?;;;;;;7
61402;G;25-11-19;1.326;0;52020 ?;;;;;;7
62188;G;25-11-19;1.000;0;57520 ?;;;;;;7
63658;G;25-11-19;600;0;57520 ?;;;;;;7
63659;G;25-11-19;-411;0;55220 ?;;;;;;7
63659;G;25-11-19;411;0;55220 ?;;;;;;7
63896;G;25-11-19;1.000;0;57520 ?;;;;;;7
100023;G;25-11-19;500;0;57520 ?;;;;;;7
100860;G;25-11-19;1.500;0;55060 ?;;;;;;7
101323;G;25-11-19;500;0;57520 ?;;;;;;7
101534;G;25-11-19;2.000;0;57520 ?;;;;;;7
102058;G;25-11-19;1.998;0;57520 ?;;;;;;7
102390;G;25-11-19;1.500;0;57520 ?;;;;;;7
102451;G;25-11-19;500;0;57520 ?;U;;;;;7
210031;G;25-11-19;1.000;0;57520 ?;;;;;;7
210124;GX;25-11-19;9.001;0;55290 ?;;;;;;7
210262;G;25-11-19;1.000;0;57520 ?;;;;;;7
210773;G;25-11-19;1.000;0;57520 ?;;;;;;7
211686;G;25-11-19;1.000;0;52620 ?;;;;;;7
211936;G;25-11-19;1.000;0;57520 ?;;;;;;7
212278;G;25-11-19;6.935;0;55060 ?;;;;;;7
212278;G;25-11-19;20.735;0;55060 ?;;;;;;7
212629;G;25-11-19;1.000;0;57520 ?;;;;;;7
212730;GX;25-11-19;100;0;57740 ?;;;;;;7
213051;G;25-11-19;600;0;57520 ?;;;;;;7
213051;G;25-11-19;600;0;57520 ?;;;;;;7
214097;G;25-11-19;1.000;0;57520 ?;;;;;;7
214231;G;25-11-19;1.000;0;57520 ?;;;;;;7
214260;G;25-11-19;2.000;0;57520 ?;;;;;;7
215032;GX;25-11-19;25;0;57740 ?;;;;;;7
215339;G;25-11-19;468;0;52620 ?;;;;;;7
215357;G;25-11-19;500;0;57520 ?;U;;;;;7
215795;G;25-11-19;2.000;0;55060 ?;U;;;;;7
216280;G;25-11-19;500;0;57520 ?;U;;;;;7
217109;G;25-11-19;500;0;57520 ?;;;;;;7
217152;G;25-11-19;2.000;0;57520 ?;;;;;;7
217175;G;25-11-19;1.172;0;52020 ?;;;;;;7
217177;G;25-11-19;905;0;52020 ?;;;;;;7
217507;G;25-11-19;500;0;57520 ?;;;;;;7
217517;G;25-11-19;1.500;0;52020 ?;;;;;;7
217849;G;25-11-19;1.000;0;57520 ?;;;;;;7
218442;G;25-11-19;2.000;0;57520 ?;;;;;;7
218526;G;25-11-19;500;0;57520 ?;;;;;;7
219016;G;25-11-19;1.000;0;52620 ?;;;;;;7
219041;G;25-11-19;2.000;0;57520 ?;;;;;;7
220050;G;25-11-19;1.500;0;57520 ?;U;;;;;7
220374;G;25-11-19;2.000;0;57520 ?;;;;;;7
220635;G;25-11-19;500;0;57520 ?;U;;;;;7
220966;G;25-11-19;500;0;57520 ?;;;;;;7
221171;G;25-11-19;1.800;0;52020 ?;;;;;;7
221400;G;25-11-19;1.000;0;57520 ?;;;;;;7
221760;G;25-11-19;1.500;0;57520 ?;;;;;;7
221837;G;25-11-19;776;0;57520 ?;;;;;;7
221861;G;25-11-19;500;0;57520 ?;;;;;;7
221902;G;25-11-19;1.000;0;57520 ?;;;;;;7
222217;G;25-11-19;961;0;57520 ?;;;;;;7
222632;G;25-11-19;1.000;0;57520 ?;;;;;;7
222759;G;25-11-19;500;0;57520 ?;;;;;;7
222795;G;25-11-19;2.000;0;57520 ?;;;;;;7
223108;GX;25-11-19;4.526;0;55290 ?;;;;;;7
223194;G;25-11-19;500;0;57520 ?;;;;;;7
223273;G;25-11-19;1.000;0;57520 ?;;;;;;7
223763;G;25-11-19;4.000;0;57520 ?;;;;;;7
223886;G;25-11-19;1.000;0;57520 ?;;;;;;7
224162;G;25-11-19;1.000;0;57520 ?;;;;;;7
224417;G;25-11-19;1.000;0;57520 ?;;;;;;7
224438;G;25-11-19;1.000;0;57520 ?;;;;;;7
224640;G;25-11-19;500;0;57520 ?;;;;;;7
224701;G;25-11-19;1.000;0;57520 ?;U;;;;;7
224977;G;25-11-19;2.000;0;57520 ?;;;;;;7
225001;G;25-11-19;500;0;57520 ?;;;;;;7
225002;G;25-11-19;2.462;0;57520 ?;;;;;;7
225329;G;25-11-19;1.000;0;57520 ?;;;;;;7
225370;GX;25-11-19;1.900;0;57740 ?;;;;;;7
225662;G;25-11-19;1.500;0;57520 ?;;;;;;7
226249;G;25-11-19;1.000;0;57520 ?;;;;;;7
226274;G;25-11-19;1.999;0;52620 ?;;;;;;7
226596;G;25-11-19;3.000;0;57520 ?;;;;;;7
226628;G;25-11-19;1.000;0;57520 ?;;;;;;7
226704;G;25-11-19;1.000;0;57520 ?;;;;;;7
226772;G;25-11-19;500;0;57520 ?;;;;;;7
226791;G;25-11-19;1.000;0;57520 ?;;;;;;7
226999;G;25-11-19;1.100;0;57520 ?;;;;;;7
227270;G;25-11-19;535;0;57520 ?;;;;;;7
227605;G;25-11-19;1.330;0;57520 ?;;;;;;7
227720;G;25-11-19;1.000;0;57520 ?;;;;;;7
227745;GX;25-11-19;5.000;0;57740 ?;U;;;;;7
227969;G;25-11-19;3.000;0;57520 ?;;;;;;7
228993;G;25-11-19;1.000;0;57520 ?;;;;;;7
229353;G;25-11-19;1.033;0;52020 ?;;;;;;7
229416;G;25-11-19;500;0;57520 ?;;;;;;7
229491;G;25-11-19;500;0;57520 ?;;;;;;7
229512;G;25-11-19;1.709;0;57520 ?;;;;;;7
229718;G;25-11-19;2.000;0;55060 ?;U;;;;;7
229797;G;25-11-19;500;0;57520 ?;;;;;;7
230043;G;25-11-19;500;0;57520 ?;;;;;;7
230243;G;25-11-19;1.000;0;57520 ?;;;;;;7
230264;G;25-11-19;500;0;57520 ?;;;;;;7
230564;G;25-11-19;3.000;0;52020 ?;;;;;;7
231442;G;25-11-19;500;0;57520 ?;;;;;;7
231543;G;25-11-19;500;0;57520 ?;;;;;;7
231686;G;25-11-19;600;0;57520 ?;;;;;;7
232201;G;25-11-19;1.000;0;57520 ?;;;;;;7
232339;GX;25-11-19;650;0;57740 ?;;;;;;7
232600;G;25-11-19;500;0;57520 ?;;;;;;7
232613;G;25-11-19;500;0;57520 ?;;;;;;7
232660;G;25-11-19;500;0;57520 ?;;;;;;7
233217;G;25-11-19;1.000;0;52020 ?;;;;;;7
233267;G;25-11-19;1.072;0;57520 ?;;;;;;7
233380;G;25-11-19;1.000;0;57520 ?;U;;;;;7
233459;G;25-11-19;1.000;0;57520 ?;;;;;;7
233496;G;25-11-19;2.000;0;57520 ?;U;;;;;7
233524;G;25-11-19;1.000;0;55020 ?;;;;;;7
233826;GX;25-11-19;4.000;0;50510 ?;;;;;;7
233834;G;25-11-19;600;0;57520 ?;;;;;;7
233912;GX;25-11-19;2.500;0;57740 ?;;;;;;7
234231;G;25-11-19;1.000;0;57520 ?;;;;;;7
235056;G;25-11-19;1.000;0;57520 ?;;;;;;7
235256;GX;25-11-19;1.000;0;57740 ?;;;;;;7
235435;G;25-11-19;500;0;57520 ?;;;;;;7
235510;G;25-11-19;500;0;57520 ?;;;;;;7
235513;G;25-11-19;1.000;0;57520 ?;;;;;;7
235694;G;25-11-19;2.000;0;57520 ?;;;;;;7
235695;G;25-11-19;500;0;57520 ?;;;;;;7
235727;G;25-11-19;2.051;0;57520 ?;;;;;;7
235767;G;25-11-19;500;0;57520 ?;;;;;;7
235804;G;25-11-19;912;0;57520 ?;;;;;;7
235811;G;25-11-19;1.000;0;57520 ?;;;;;;7
235921;G;25-11-19;1.000;0;57520 ?;;;;;;7
236119;G;25-11-19;1.373;0;57520 ?;;;;;;7
236129;G;25-11-19;501;0;57520 ?;U;;;;;7
236183;G;25-11-19;2.000;0;57520 ?;;;;;;7
236340;GX;25-11-19;75;0;57740 ?;;;;;;7
236761;G;25-11-19;750;0;57520 ?;;;;;;7
236762;G;25-11-19;1.000;0;57520 ?;;;;;;7
236763;G;25-11-19;1.000;0;57520 ?;;;;;;7
236764;G;25-11-19;1.000;0;52620 ?;;;;;;7
236765;G;25-11-19;500;0;57520 ?;;;;;;7
236766;G;25-11-19;1.000;0;57520 ?;;;;;;7
236767;G;25-11-19;2.000;0;57520 ?;;;;;;7
236768;G;25-11-19;1.418;0;57520 ?;;;;;;7
900832;GX;25-11-19;1.000;0;57740 ?;;;;;;7
901217;G;25-11-19;750;0;57520 ?;;;;;;7
901225;G;25-11-19;1.000;0;57520 ?;;;;;;7
901230;G;25-11-19;1.097;0;57520 ?;;;;;;7
12213;G;26-11-19;1.000;0;57900 ?;;;;;;6
19430;G;26-11-19;500;0;57900 ?;;;;;;6
22198;GX;26-11-19;150;0;58060 ?;;;;;;6
23086;G;26-11-19;1.700;0;52000 ?;;;;;;6
50861;G;26-11-19;500;0;57900 ?;;;;;;6
51075;G;26-11-19;2.000;0;57900 ?;;;;;;6
53839;G;26-11-19;2.000;0;57900 ?;;;;;;6
59567;G;26-11-19;1.500;0;57900 ?;;;;;;6
60522;G;26-11-19;2.000;0;55440 ?;U;;;;;6
60698;G;26-11-19;2.500;0;52000 ?;;;;;;6
60793;GX;26-11-19;13.310;0;55610 ?;;;;;;6
61491;G;26-11-19;500;0;57900 ?;;;;;;6
63936;G;26-11-19;1.000;0;57900 ?;;;;;;6
63955;G;26-11-19;2.000;0;57900 ?;;;;;;6
100703;G;26-11-19;2.000;0;57900 ?;;;;;;6
101807;G;26-11-19;1.500;0;57900 ?;;;;;;6
102177;G;26-11-19;1.000;0;54900 ?;;;;;;6
210753;G;26-11-19;500;0;57900 ?;;;;;;6
211461;G;26-11-19;2.000;0;57900 ?;;;;;;6
211560;GX;26-11-19;14.366;0;55610 ?;;;;;;6
211560;GX;26-11-19;14.427;0;55610 ?;;;;;;6
211560;GX;26-11-19;9.348;0;55610 ?;;;;;;6
211776;G;26-11-19;2.000;0;57900 ?;;;;;;6
212278;GX;26-11-19;2.090;0;55610 ?;;;;;;6
212278;G;26-11-19;6.939;0;55440 ?;;;;;;6
212693;G;26-11-19;2.000;0;57900 ?;;;;;;6
212853;G;26-11-19;500;0;57900 ?;;;;;;6
213557;G;26-11-19;500;0;55400 ?;;;;;;6
213770;G;26-11-19;1.000;0;54900 ?;;;;;;6
213999;G;26-11-19;500;0;57900 ?;;;;;;6
214475;G;26-11-19;2.285;0;51900 ?;;;;;;6
215032;GX;26-11-19;25;0;58060 ?;;;;;;6
215166;G;26-11-19;1.000;0;57900 ?;;;;;;6
215367;GX;26-11-19;50;0;58060 ?;;;;;;6
215541;G;26-11-19;500;0;57900 ?;;;;;;6
216413;G;26-11-19;500;0;57900 ?;;;;;;6
216473;G;26-11-19;2.500;0;57900 ?;;;;;;6
217567;G;26-11-19;2.000;0;57900 ?;;;;;;6
217654;G;26-11-19;974;0;57900 ?;;;;;;6
218281;G;26-11-19;500;0;57900 ?;;;;;;6
219197;G;26-11-19;1.000;0;57900 ?;;;;;;6
219450;G;26-11-19;500;0;57900 ?;U;;;;;6
220109;G;26-11-19;500;0;57900 ?;;;;;;6
220961;G;26-11-19;500;0;57900 ?;;;;;;6
221714;G;26-11-19;500;0;57900 ?;;;;;;6
221761;G;26-11-19;1.000;0;57900 ?;;;;;;6
222841;G;26-11-19;2.000;0;57900 ?;;;;;;6
222941;G;26-11-19;2.000;0;57900 ?;;;;;;6
224416;G;26-11-19;2.000;0;57900 ?;;;;;;6
224446;G;26-11-19;500;0;57900 ?;;;;;;6
224825;G;26-11-19;2.000;0;57900 ?;;;;;;6
224984;G;26-11-19;2.000;0;57900 ?;;;;;;6
225250;G;26-11-19;500;0;55400 ?;;;;;;6
225527;G;26-11-19;500;0;57900 ?;;;;;;6
225769;G;26-11-19;1.000;0;57900 ?;;;;;;6
225818;G;26-11-19;500;0;57900 ?;;;;;;6
225855;G;26-11-19;1.000;0;57900 ?;;;;;;6
225975;G;26-11-19;1.624;0;57900 ?;;;;;;6
226286;G;26-11-19;500;0;57900 ?;;;;;;6
226363;G;26-11-19;2.000;0;57900 ?;;;;;;6
226748;G;26-11-19;1.964;0;57900 ?;;;;;;6
226812;GX;26-11-19;100;0;58060 ?;;;;;;6
227117;G;26-11-19;500;0;57900 ?;;;;;;6
227310;G;26-11-19;1.000;0;57900 ?;;;;;;6
227498;G;26-11-19;2.000;0;57900 ?;;;;;;6
227775;GX;26-11-19;25;0;58060 ?;;;;;;6
227930;G;26-11-19;2.000;0;57900 ?;;;;;;6
228112;G;26-11-19;1.000;0;57900 ?;;;;;;6
228953;G;26-11-19;500;0;57900 ?;;;;;;6
229374;G;26-11-19;1.000;0;57900 ?;;;;;;6
230157;G;26-11-19;1.300;0;57900 ?;;;;;;6
231191;G;26-11-19;400;0;55400 ?;;;;;;6
231208;G;26-11-19;2.000;0;57900 ?;;;;;;6
231516;G;26-11-19;500;0;57900 ?;;;;;;6
231852;G;26-11-19;1.000;0;57900 ?;;;;;;6
231995;G;26-11-19;1.250;0;57900 ?;;;;;;6
232532;G;26-11-19;1.000;0;57900 ?;;;;;;6
233011;G;26-11-19;500;0;57900 ?;;;;;;6
233447;G;26-11-19;500;0;57900 ?;;;;;;6
233457;G;26-11-19;600;0;55400 ?;;;;;;6
233581;G;26-11-19;1.000;0;54900 ?;;;;;;6
233601;GX;26-11-19;250;0;58060 ?;;;;;;6
233702;G;26-11-19;1.000;0;55400 ?;;;;;;6
233997;G;26-11-19;500;0;57390 ?;;;;;;6
234081;G;26-11-19;500;0;57900 ?;;;;;;6
234280;G;26-11-19;-500;0;52530 ?;;;;;;6
234331;G;26-11-19;500;0;57900 ?;;;;;;6
234467;G;26-11-19;2.000;0;57900 ?;;;;;;6
234522;G;26-11-19;2.074;0;57900 ?;U;;;;;6
234755;G;26-11-19;1.000;0;57900 ?;;;;;;6
235055;G;26-11-19;1.000;0;57900 ?;;;;;;6
235210;G;26-11-19;1.000;0;57900 ?;;;;;;6
235506;G;26-11-19;1.000;0;57900 ?;;;;;;6
235630;G;26-11-19;4.002;0;55440 ?;;;;;;6
235843;G;26-11-19;500;0;57900 ?;;;;;;6
236012;G;26-11-19;2.000;0;57900 ?;;;;;;6
236769;G;26-11-19;1.000;0;54900 ?;;;;;;6
236770;GX;26-11-19;75;0;58060 ?;;;;;;6
236771;G;26-11-19;2.000;0;57900 ?;;;;;;6
236772;G;26-11-19;500;0;57900 ?;;;;;;6
236773;G;26-11-19;500;0;52530 ?;;;;;;6
900144;G;26-11-19;500;0;57900 ?;;;;;;6
2836;G;27-11-19;1.500;0;58120 ?;;;;;;5
3216;G;27-11-19;1.000;0;58120 ?;;;;;;5
3302;G;27-11-19;1.738;0;58120 ?;;;;;;5
4690;G;27-11-19;924;0;53220 ?;;;;;;5
4757;G;27-11-19;1.000;0;58120 ?;;;;;;5
4946;G;27-11-19;500;0;58120 ?;;;;;;5
12487;G;27-11-19;4.589;0;55670 ?;;;;;;5
50241;G;27-11-19;1.000;0;58120 ?;;;;;;5
51212;G;27-11-19;6.000;0;58120 ?;;;;;;5
51575;G;27-11-19;2.000;0;58120 ?;;;;;;5
59709;G;27-11-19;500;0;58120 ?;;;;;;5
60793;GX;27-11-19;11.925;0;55910 ?;;;;;;5
62361;G;27-11-19;644;0;54210 ?;;;;;;5
62361;G;27-11-19;-644;0;56710 ?;;;;;;5
63449;G;27-11-19;2.000;0;58120 ?;;;;;;5
100029;G;27-11-19;1.614;0;58120 ?;;;;;;5
100734;G;27-11-19;1.427;0;58120 ?;;;;;;5
100860;G;27-11-19;4.400;0;55670 ?;;;;;;5
101136;G;27-11-19;1.000;0;58120 ?;;;;;;5
101515;G;27-11-19;500;0;55120 ?;;;;;;5
102911;G;27-11-19;1.169;0;58120 ?;;;;;;5
210903;G;27-11-19;1.000;0;53220 ?;;;;;;5
211189;G;27-11-19;500;0;58120 ?;;;;;;5
212113;G;27-11-19;500;0;58120 ?;;;;;;5
212278;G;27-11-19;9.057;0;55670 ?;;;;;;5
212278;GX;27-11-19;3.371;0;55910 ?;;;;;;5
212278;G;27-11-19;17.629;0;55670 ?;;;;;;5
213133;G;27-11-19;1.000;0;58120 ?;;;;;;5
214455;G;27-11-19;500;0;58120 ?;;;;;;5
215032;GX;27-11-19;50;0;58360 ?;;;;;;5
